product_id_1,product_name_1,product_type_1,product_id_2,product_name_2,product_type_2,compatibility_type,compatibility_score,notes
P18104,Khóa học online,Tài liệu & Học liệu,P18117,Datasheet collection,Tài liệu & Học liệu,Tương thích một phần,0.76,Cần firmware tương thích
P18105,Khóa học online,Tài liệu & Học liệu,P18106,Bộ dự án mẫu,Tài liệu & Học liệu,Tương thích một phần,0.74,Cần nguồn điện phù hợp
P18105,Khóa học online,Tài liệu & Học liệu,P18107,Bộ dự án mẫu,Tài liệu & Học liệu,Tương thích một phần,0.79,Cần cấu hình thêm
P18105,Khóa học online,Tài liệu & Học liệu,P18108,Sách tham khảo,Tài liệu & Học liệu,Tương thích một phần,0.76,Cần firmware tương thích
P18105,Khóa học online,Tài liệu & Học liệu,P18109,Sách tham khảo,Tài liệu & Học liệu,Tương thích hoàn toàn,0.82,Cần adapter chuyển đổi
P18105,Khóa học online,Tài liệu & Học liệu,P18110,Video hướng dẫn,Tài liệu & Học liệu,Không tương thích,0.3,Cần cài đặt driver
P18105,Khóa học online,Tài liệu & Học liệu,P18111,Video hướng dẫn,Tài liệu & Học liệu,Tương thích một phần,0.79,Cần cấu hình thêm
P18105,Khóa học online,Tài liệu & Học liệu,P18112,Tạp chí điện tử,Tài liệu & Học liệu,Tương thích một phần,0.66,Cần adapter chuyển đổi
P18105,Khóa học online,Tài liệu & Học liệu,P18113,Tạp chí điện tử,Tài liệu & Học liệu,Tương thích một phần,0.57,Cần adapter chuyển đổi
P18105,Khóa học online,Tài liệu & Học liệu,P18114,Software phát triển,Tài liệu & Học liệu,Tương thích hoàn toàn,0.94,Cần cập nhật firmware
P18105,Khóa học online,Tài liệu & Học liệu,P18115,Bản vẽ mạch điện,Tài liệu & Học liệu,Tương thích một phần,0.61,Cần thiết bị trung gian
P18105,Khóa học online,Tài liệu & Học liệu,P18116,Mô phỏng 3D,Tài liệu & Học liệu,Không tương thích,0.4,Cần nguồn điện phù hợp
P18105,Khóa học online,Tài liệu & Học liệu,P18117,Datasheet collection,Tài liệu & Học liệu,Tương thích hoàn toàn,0.91,Cần cài đặt driver
P18106,Bộ dự án mẫu,Tài liệu & Học liệu,P18107,Bộ dự án mẫu,Tài liệu & Học liệu,Tương thích một phần,0.68,Cần phần mềm hỗ trợ
P18106,Bộ dự án mẫu,Tài liệu & Học liệu,P18108,Sách tham khảo,Tài liệu & Học liệu,Tương thích một phần,0.54,Cần cài đặt driver
P18106,Bộ dự án mẫu,Tài liệu & Học liệu,P18109,Sách tham khảo,Tài liệu & Học liệu,Tương thích một phần,0.67,Cần thiết bị trung gian
P18106,Bộ dự án mẫu,Tài liệu & Học liệu,P18110,Video hướng dẫn,Tài liệu & Học liệu,Tương thích một phần,0.65,Cần cài đặt driver
P18106,Bộ dự án mẫu,Tài liệu & Học liệu,P18111,Video hướng dẫn,Tài liệu & Học liệu,Tương thích hoàn toàn,0.8,Cần cập nhật firmware
P18106,Bộ dự án mẫu,Tài liệu & Học liệu,P18112,Tạp chí điện tử,Tài liệu & Học liệu,Tương thích một phần,0.65,Cần cài đặt driver
P18106,Bộ dự án mẫu,Tài liệu & Học liệu,P18113,Tạp chí điện tử,Tài liệu & Học liệu,Tương thích một phần,0.56,Cần cài đặt driver
P18106,Bộ dự án mẫu,Tài liệu & Học liệu,P18114,Software phát triển,Tài liệu & Học liệu,Không tương thích,0.11,Cần adapter chuyển đổi
P18106,Bộ dự án mẫu,Tài liệu & Học liệu,P18115,Bản vẽ mạch điện,Tài liệu & Học liệu,Tương thích một phần,0.6,Cần thiết bị trung gian
P18106,Bộ dự án mẫu,Tài liệu & Học liệu,P18116,Mô phỏng 3D,Tài liệu & Học liệu,Tương thích hoàn toàn,0.9,Có thể kết nối trực tiếp
P18106,Bộ dự án mẫu,Tài liệu & Học liệu,P18117,Datasheet collection,Tài liệu & Học liệu,Tương thích hoàn toàn,0.81,Cần cấu hình thêm
P18107,Bộ dự án mẫu,Tài liệu & Học liệu,P18108,Sách tham khảo,Tài liệu & Học liệu,Tương thích một phần,0.61,Cần driver phù hợp
P18107,Bộ dự án mẫu,Tài liệu & Học liệu,P18109,Sách tham khảo,Tài liệu & Học liệu,Tương thích một phần,0.56,Cần driver phù hợp
P18107,Bộ dự án mẫu,Tài liệu & Học liệu,P18110,Video hướng dẫn,Tài liệu & Học liệu,Không tương thích,0.11,Cần cấu hình thêm
P18107,Bộ dự án mẫu,Tài liệu & Học liệu,P18111,Video hướng dẫn,Tài liệu & Học liệu,Không tương thích,0.03,Cần cài đặt driver
P18107,Bộ dự án mẫu,Tài liệu & Học liệu,P18112,Tạp chí điện tử,Tài liệu & Học liệu,Tương thích một phần,0.6,Cần cài đặt driver
P18107,Bộ dự án mẫu,Tài liệu & Học liệu,P18113,Tạp chí điện tử,Tài liệu & Học liệu,Không tương thích,0.17,Cần cấu hình thêm
P18107,Bộ dự án mẫu,Tài liệu & Học liệu,P18114,Software phát triển,Tài liệu & Học liệu,Tương thích một phần,0.73,Có thể kết nối trực tiếp
P18107,Bộ dự án mẫu,Tài liệu & Học liệu,P18115,Bản vẽ mạch điện,Tài liệu & Học liệu,Tương thích một phần,0.78,Cần adapter chuyển đổi
P18107,Bộ dự án mẫu,Tài liệu & Học liệu,P18116,Mô phỏng 3D,Tài liệu & Học liệu,Tương thích hoàn toàn,0.96,Cần firmware tương thích
P18107,Bộ dự án mẫu,Tài liệu & Học liệu,P18117,Datasheet collection,Tài liệu & Học liệu,Tương thích hoàn toàn,0.88,Cần nguồn điện phù hợp
P18108,Sách tham khảo,Tài liệu & Học liệu,P18109,Sách tham khảo,Tài liệu & Học liệu,Tương thích một phần,0.51,Cần cập nhật firmware
P18108,Sách tham khảo,Tài liệu & Học liệu,P18110,Video hướng dẫn,Tài liệu & Học liệu,Tương thích một phần,0.52,Cần driver phù hợp
P18108,Sách tham khảo,Tài liệu & Học liệu,P18111,Video hướng dẫn,Tài liệu & Học liệu,Không tương thích,0.01,Cần cài đặt driver
P18108,Sách tham khảo,Tài liệu & Học liệu,P18112,Tạp chí điện tử,Tài liệu & Học liệu,Tương thích một phần,0.52,Cần adapter chuyển đổi
P18108,Sách tham khảo,Tài liệu & Học liệu,P18113,Tạp chí điện tử,Tài liệu & Học liệu,Tương thích một phần,0.56,Cần adapter chuyển đổi
P18108,Sách tham khảo,Tài liệu & Học liệu,P18114,Software phát triển,Tài liệu & Học liệu,Tương thích một phần,0.52,Cần cấu hình thêm
P18108,Sách tham khảo,Tài liệu & Học liệu,P18115,Bản vẽ mạch điện,Tài liệu & Học liệu,Không tương thích,0.05,Có thể kết nối trực tiếp
P18108,Sách tham khảo,Tài liệu & Học liệu,P18116,Mô phỏng 3D,Tài liệu & Học liệu,Tương thích một phần,0.79,Cần nguồn điện phù hợp
P18108,Sách tham khảo,Tài liệu & Học liệu,P18117,Datasheet collection,Tài liệu & Học liệu,Tương thích một phần,0.6,Cần driver phù hợp
P18109,Sách tham khảo,Tài liệu & Học liệu,P18110,Video hướng dẫn,Tài liệu & Học liệu,Tương thích hoàn toàn,0.85,Cần firmware tương thích
P18109,Sách tham khảo,Tài liệu & Học liệu,P18111,Video hướng dẫn,Tài liệu & Học liệu,Tương thích một phần,0.53,Cần firmware tương thích
P18109,Sách tham khảo,Tài liệu & Học liệu,P18112,Tạp chí điện tử,Tài liệu & Học liệu,Tương thích hoàn toàn,0.93,Cần cập nhật firmware
P18109,Sách tham khảo,Tài liệu & Học liệu,P18113,Tạp chí điện tử,Tài liệu & Học liệu,Không tương thích,0.27,Cần cài đặt driver
P18109,Sách tham khảo,Tài liệu & Học liệu,P18114,Software phát triển,Tài liệu & Học liệu,Tương thích hoàn toàn,0.91,Cần firmware tương thích
P18109,Sách tham khảo,Tài liệu & Học liệu,P18115,Bản vẽ mạch điện,Tài liệu & Học liệu,Không tương thích,0.05,Cần firmware tương thích
P18109,Sách tham khảo,Tài liệu & Học liệu,P18116,Mô phỏng 3D,Tài liệu & Học liệu,Tương thích hoàn toàn,0.81,Cần driver phù hợp
P18109,Sách tham khảo,Tài liệu & Học liệu,P18117,Datasheet collection,Tài liệu & Học liệu,Không tương thích,0.29,Cần cấu hình thêm
P18110,Video hướng dẫn,Tài liệu & Học liệu,P18111,Video hướng dẫn,Tài liệu & Học liệu,Tương thích một phần,0.71,Cần cài đặt driver
P18110,Video hướng dẫn,Tài liệu & Học liệu,P18112,Tạp chí điện tử,Tài liệu & Học liệu,Tương thích một phần,0.64,Cần driver phù hợp
P18110,Video hướng dẫn,Tài liệu & Học liệu,P18113,Tạp chí điện tử,Tài liệu & Học liệu,Không tương thích,0.27,Cần firmware tương thích
P18110,Video hướng dẫn,Tài liệu & Học liệu,P18114,Software phát triển,Tài liệu & Học liệu,Tương thích một phần,0.77,Cần cấu hình thêm
P18110,Video hướng dẫn,Tài liệu & Học liệu,P18115,Bản vẽ mạch điện,Tài liệu & Học liệu,Tương thích một phần,0.66,Cần firmware tương thích
P18110,Video hướng dẫn,Tài liệu & Học liệu,P18116,Mô phỏng 3D,Tài liệu & Học liệu,Tương thích một phần,0.74,Cần adapter chuyển đổi
P18110,Video hướng dẫn,Tài liệu & Học liệu,P18117,Datasheet collection,Tài liệu & Học liệu,Tương thích hoàn toàn,0.97,Cần adapter chuyển đổi
P18111,Video hướng dẫn,Tài liệu & Học liệu,P18112,Tạp chí điện tử,Tài liệu & Học liệu,Tương thích một phần,0.51,Cần cấu hình thêm
P18111,Video hướng dẫn,Tài liệu & Học liệu,P18113,Tạp chí điện tử,Tài liệu & Học liệu,Tương thích một phần,0.59,Cần cài đặt driver
P18111,Video hướng dẫn,Tài liệu & Học liệu,P18114,Software phát triển,Tài liệu & Học liệu,Tương thích một phần,0.75,Cần thiết bị trung gian
P18111,Video hướng dẫn,Tài liệu & Học liệu,P18115,Bản vẽ mạch điện,Tài liệu & Học liệu,Tương thích một phần,0.65,Cần cài đặt driver
P18111,Video hướng dẫn,Tài liệu & Học liệu,P18116,Mô phỏng 3D,Tài liệu & Học liệu,Tương thích một phần,0.54,Cần thiết bị trung gian
P18111,Video hướng dẫn,Tài liệu & Học liệu,P18117,Datasheet collection,Tài liệu & Học liệu,Tương thích một phần,0.51,Cần thiết bị trung gian
P18112,Tạp chí điện tử,Tài liệu & Học liệu,P18113,Tạp chí điện tử,Tài liệu & Học liệu,Tương thích hoàn toàn,0.87,Cần cài đặt driver
P18112,Tạp chí điện tử,Tài liệu & Học liệu,P18114,Software phát triển,Tài liệu & Học liệu,Tương thích một phần,0.61,Cần firmware tương thích
P18112,Tạp chí điện tử,Tài liệu & Học liệu,P18115,Bản vẽ mạch điện,Tài liệu & Học liệu,Không tương thích,0.29,Cần phần mềm hỗ trợ
P18112,Tạp chí điện tử,Tài liệu & Học liệu,P18116,Mô phỏng 3D,Tài liệu & Học liệu,Không tương thích,0.26,Cần driver phù hợp
P18112,Tạp chí điện tử,Tài liệu & Học liệu,P18117,Datasheet collection,Tài liệu & Học liệu,Tương thích một phần,0.59,Cần firmware tương thích
P18113,Tạp chí điện tử,Tài liệu & Học liệu,P18114,Software phát triển,Tài liệu & Học liệu,Không tương thích,0.22,Cần nguồn điện phù hợp
P18113,Tạp chí điện tử,Tài liệu & Học liệu,P18115,Bản vẽ mạch điện,Tài liệu & Học liệu,Không tương thích,0.31,Có thể kết nối trực tiếp
P18113,Tạp chí điện tử,Tài liệu & Học liệu,P18116,Mô phỏng 3D,Tài liệu & Học liệu,Không tương thích,0.25,Cần cập nhật firmware
P18113,Tạp chí điện tử,Tài liệu & Học liệu,P18117,Datasheet collection,Tài liệu & Học liệu,Tương thích một phần,0.64,Có thể kết nối trực tiếp
P18114,Software phát triển,Tài liệu & Học liệu,P18115,Bản vẽ mạch điện,Tài liệu & Học liệu,Tương thích một phần,0.5,Có thể kết nối trực tiếp
P18114,Software phát triển,Tài liệu & Học liệu,P18116,Mô phỏng 3D,Tài liệu & Học liệu,Không tương thích,0.04,Cần phần mềm hỗ trợ
P18114,Software phát triển,Tài liệu & Học liệu,P18117,Datasheet collection,Tài liệu & Học liệu,Tương thích hoàn toàn,0.89,Cần thiết bị trung gian
P18115,Bản vẽ mạch điện,Tài liệu & Học liệu,P18116,Mô phỏng 3D,Tài liệu & Học liệu,Tương thích một phần,0.76,Cần firmware tương thích
P18115,Bản vẽ mạch điện,Tài liệu & Học liệu,P18117,Datasheet collection,Tài liệu & Học liệu,Tương thích một phần,0.58,Cần cập nhật firmware
P18116,Mô phỏng 3D,Tài liệu & Học liệu,P18117,Datasheet collection,Tài liệu & Học liệu,Tương thích một phần,0.64,Cần cài đặt driver
P19101,Dây điện,Phụ kiện điện tử,P19102,Dây điện,Phụ kiện điện tử,Tương thích một phần,0.74,Có thể kết nối trực tiếp
P19101,Dây điện,Phụ kiện điện tử,P19103,Dây điện,Phụ kiện điện tử,Tương thích một phần,0.75,Cần nguồn điện phù hợp
P19101,Dây điện,Phụ kiện điện tử,P19104,Băng keo điện,Phụ kiện điện tử,Tương thích một phần,0.55,Có thể kết nối trực tiếp
P19101,Dây điện,Phụ kiện điện tử,P19105,Băng keo điện,Phụ kiện điện tử,Tương thích hoàn toàn,0.84,Cần phần mềm hỗ trợ
P19101,Dây điện,Phụ kiện điện tử,P19106,Ống co nhiệt,Phụ kiện điện tử,Không tương thích,0.3,Cần adapter chuyển đổi
P19101,Dây điện,Phụ kiện điện tử,P19107,Ống co nhiệt,Phụ kiện điện tử,Tương thích một phần,0.74,Cần cấu hình thêm
P19101,Dây điện,Phụ kiện điện tử,P19108,Hộp đựng linh kiện,Phụ kiện điện tử,Tương thích một phần,0.62,Cần firmware tương thích
P19101,Dây điện,Phụ kiện điện tử,P19109,Hộp đựng linh kiện,Phụ kiện điện tử,Tương thích hoàn toàn,0.94,Cần cấu hình thêm
P19101,Dây điện,Phụ kiện điện tử,P19110,Giá đỡ bo mạch,Phụ kiện điện tử,Tương thích hoàn toàn,0.97,Có thể kết nối trực tiếp
P19101,Dây điện,Phụ kiện điện tử,P19111,Giá đỡ bo mạch,Phụ kiện điện tử,Tương thích hoàn toàn,0.85,Cần nguồn điện phù hợp
P19101,Dây điện,Phụ kiện điện tử,P19112,Keo dẫn điện,Phụ kiện điện tử,Tương thích hoàn toàn,0.98,Cần firmware tương thích
P19101,Dây điện,Phụ kiện điện tử,P19113,Keo dẫn điện,Phụ kiện điện tử,Không tương thích,0.21,Cần cập nhật firmware
P19101,Dây điện,Phụ kiện điện tử,P19114,Tản nhiệt,Phụ kiện điện tử,Tương thích hoàn toàn,0.88,Cần phần mềm hỗ trợ
P19101,Dây điện,Phụ kiện điện tử,P19115,Quạt làm mát,Phụ kiện điện tử,Không tương thích,0.18,Cần firmware tương thích
P19101,Dây điện,Phụ kiện điện tử,P19116,Chất tản nhiệt,Phụ kiện điện tử,Tương thích một phần,0.67,Cần driver phù hợp
P19101,Dây điện,Phụ kiện điện tử,P19117,Kẹp kẹp điện tử,Phụ kiện điện tử,Không tương thích,0.07,Cần driver phù hợp
P19102,Dây điện,Phụ kiện điện tử,P19103,Dây điện,Phụ kiện điện tử,Không tương thích,0.33,Cần cấu hình thêm
P19102,Dây điện,Phụ kiện điện tử,P19104,Băng keo điện,Phụ kiện điện tử,Tương thích hoàn toàn,0.87,Cần thiết bị trung gian
P19102,Dây điện,Phụ kiện điện tử,P19105,Băng keo điện,Phụ kiện điện tử,Không tương thích,0.02,Cần cài đặt driver
P19102,Dây điện,Phụ kiện điện tử,P19106,Ống co nhiệt,Phụ kiện điện tử,Tương thích hoàn toàn,0.82,Cần phần mềm hỗ trợ
P19102,Dây điện,Phụ kiện điện tử,P19107,Ống co nhiệt,Phụ kiện điện tử,Tương thích một phần,0.59,Cần cấu hình thêm
P19102,Dây điện,Phụ kiện điện tử,P19108,Hộp đựng linh kiện,Phụ kiện điện tử,Tương thích hoàn toàn,0.83,Cần cập nhật firmware
P19102,Dây điện,Phụ kiện điện tử,P19109,Hộp đựng linh kiện,Phụ kiện điện tử,Không tương thích,0.04,Cần adapter chuyển đổi
P19102,Dây điện,Phụ kiện điện tử,P19110,Giá đỡ bo mạch,Phụ kiện điện tử,Tương thích một phần,0.76,Cần firmware tương thích
P19102,Dây điện,Phụ kiện điện tử,P19111,Giá đỡ bo mạch,Phụ kiện điện tử,Tương thích hoàn toàn,0.86,Cần cài đặt driver
P19102,Dây điện,Phụ kiện điện tử,P19112,Keo dẫn điện,Phụ kiện điện tử,Tương thích một phần,0.55,Cần cài đặt driver
P19102,Dây điện,Phụ kiện điện tử,P19113,Keo dẫn điện,Phụ kiện điện tử,Tương thích một phần,0.7,Cần thiết bị trung gian
P19102,Dây điện,Phụ kiện điện tử,P19114,Tản nhiệt,Phụ kiện điện tử,Tương thích một phần,0.63,Cần nguồn điện phù hợp
P19102,Dây điện,Phụ kiện điện tử,P19115,Quạt làm mát,Phụ kiện điện tử,Tương thích hoàn toàn,0.96,Cần cấu hình thêm
P19102,Dây điện,Phụ kiện điện tử,P19116,Chất tản nhiệt,Phụ kiện điện tử,Tương thích một phần,0.52,Cần cập nhật firmware
P19102,Dây điện,Phụ kiện điện tử,P19117,Kẹp kẹp điện tử,Phụ kiện điện tử,Tương thích hoàn toàn,0.91,Cần thiết bị trung gian
P19103,Dây điện,Phụ kiện điện tử,P19104,Băng keo điện,Phụ kiện điện tử,Tương thích hoàn toàn,0.87,Cần cấu hình thêm
P19103,Dây điện,Phụ kiện điện tử,P19105,Băng keo điện,Phụ kiện điện tử,Tương thích hoàn toàn,0.96,Cần nguồn điện phù hợp
P19103,Dây điện,Phụ kiện điện tử,P19106,Ống co nhiệt,Phụ kiện điện tử,Tương thích hoàn toàn,0.89,Cần nguồn điện phù hợp
P19103,Dây điện,Phụ kiện điện tử,P19107,Ống co nhiệt,Phụ kiện điện tử,Không tương thích,0.31,Cần phần mềm hỗ trợ
P19103,Dây điện,Phụ kiện điện tử,P19108,Hộp đựng linh kiện,Phụ kiện điện tử,Tương thích một phần,0.58,Cần adapter chuyển đổi
P19103,Dây điện,Phụ kiện điện tử,P19109,Hộp đựng linh kiện,Phụ kiện điện tử,Tương thích hoàn toàn,0.98,Cần firmware tương thích
P19103,Dây điện,Phụ kiện điện tử,P19110,Giá đỡ bo mạch,Phụ kiện điện tử,Không tương thích,0.17,Cần cập nhật firmware
P19103,Dây điện,Phụ kiện điện tử,P19111,Giá đỡ bo mạch,Phụ kiện điện tử,Tương thích hoàn toàn,0.83,Cần phần mềm hỗ trợ
P19103,Dây điện,Phụ kiện điện tử,P19112,Keo dẫn điện,Phụ kiện điện tử,Tương thích hoàn toàn,0.85,Cần nguồn điện phù hợp
P19103,Dây điện,Phụ kiện điện tử,P19113,Keo dẫn điện,Phụ kiện điện tử,Tương thích hoàn toàn,0.83,Cần nguồn điện phù hợp
P19103,Dây điện,Phụ kiện điện tử,P19114,Tản nhiệt,Phụ kiện điện tử,Tương thích một phần,0.71,Cần thiết bị trung gian
P19103,Dây điện,Phụ kiện điện tử,P19115,Quạt làm mát,Phụ kiện điện tử,Tương thích hoàn toàn,0.95,Cần cập nhật firmware
P19103,Dây điện,Phụ kiện điện tử,P19116,Chất tản nhiệt,Phụ kiện điện tử,Tương thích hoàn toàn,0.93,Cần driver phù hợp
P19103,Dây điện,Phụ kiện điện tử,P19117,Kẹp kẹp điện tử,Phụ kiện điện tử,Tương thích một phần,0.8,Cần driver phù hợp
P19104,Băng keo điện,Phụ kiện điện tử,P19105,Băng keo điện,Phụ kiện điện tử,Tương thích một phần,0.66,Cần firmware tương thích
P19104,Băng keo điện,Phụ kiện điện tử,P19106,Ống co nhiệt,Phụ kiện điện tử,Tương thích một phần,0.56,Cần adapter chuyển đổi
P19104,Băng keo điện,Phụ kiện điện tử,P19107,Ống co nhiệt,Phụ kiện điện tử,Không tương thích,0.18,Cần adapter chuyển đổi
P19104,Băng keo điện,Phụ kiện điện tử,P19108,Hộp đựng linh kiện,Phụ kiện điện tử,Tương thích một phần,0.8,Cần cập nhật firmware
P19104,Băng keo điện,Phụ kiện điện tử,P19109,Hộp đựng linh kiện,Phụ kiện điện tử,Không tương thích,0.35,Cần adapter chuyển đổi
P19104,Băng keo điện,Phụ kiện điện tử,P19110,Giá đỡ bo mạch,Phụ kiện điện tử,Tương thích hoàn toàn,0.9,Cần phần mềm hỗ trợ
P19104,Băng keo điện,Phụ kiện điện tử,P19111,Giá đỡ bo mạch,Phụ kiện điện tử,Tương thích hoàn toàn,0.85,Cần cài đặt driver
P19104,Băng keo điện,Phụ kiện điện tử,P19112,Keo dẫn điện,Phụ kiện điện tử,Tương thích hoàn toàn,0.81,Cần cập nhật firmware
P19104,Băng keo điện,Phụ kiện điện tử,P19113,Keo dẫn điện,Phụ kiện điện tử,Tương thích hoàn toàn,0.84,Cần adapter chuyển đổi
P19104,Băng keo điện,Phụ kiện điện tử,P19114,Tản nhiệt,Phụ kiện điện tử,Tương thích hoàn toàn,0.89,Cần adapter chuyển đổi
P19104,Băng keo điện,Phụ kiện điện tử,P19115,Quạt làm mát,Phụ kiện điện tử,Tương thích một phần,0.76,Cần cài đặt driver
P19104,Băng keo điện,Phụ kiện điện tử,P19116,Chất tản nhiệt,Phụ kiện điện tử,Không tương thích,0.34,Cần cấu hình thêm
P19104,Băng keo điện,Phụ kiện điện tử,P19117,Kẹp kẹp điện tử,Phụ kiện điện tử,Tương thích một phần,0.51,Cần cài đặt driver
P19105,Băng keo điện,Phụ kiện điện tử,P19106,Ống co nhiệt,Phụ kiện điện tử,Tương thích hoàn toàn,0.83,Cần driver phù hợp
P19105,Băng keo điện,Phụ kiện điện tử,P19107,Ống co nhiệt,Phụ kiện điện tử,Tương thích hoàn toàn,0.87,Cần cấu hình thêm
P19105,Băng keo điện,Phụ kiện điện tử,P19108,Hộp đựng linh kiện,Phụ kiện điện tử,Không tương thích,0.09,Cần thiết bị trung gian
P19105,Băng keo điện,Phụ kiện điện tử,P19109,Hộp đựng linh kiện,Phụ kiện điện tử,Tương thích một phần,0.54,Cần driver phù hợp
P19105,Băng keo điện,Phụ kiện điện tử,P19110,Giá đỡ bo mạch,Phụ kiện điện tử,Tương thích hoàn toàn,0.95,Cần nguồn điện phù hợp
P19105,Băng keo điện,Phụ kiện điện tử,P19111,Giá đỡ bo mạch,Phụ kiện điện tử,Tương thích một phần,0.52,Cần phần mềm hỗ trợ
P19105,Băng keo điện,Phụ kiện điện tử,P19112,Keo dẫn điện,Phụ kiện điện tử,Không tương thích,0.18,Cần cập nhật firmware
P19105,Băng keo điện,Phụ kiện điện tử,P19113,Keo dẫn điện,Phụ kiện điện tử,Tương thích một phần,0.52,Cần cập nhật firmware
P19105,Băng keo điện,Phụ kiện điện tử,P19114,Tản nhiệt,Phụ kiện điện tử,Tương thích hoàn toàn,0.84,Cần nguồn điện phù hợp
P19105,Băng keo điện,Phụ kiện điện tử,P19115,Quạt làm mát,Phụ kiện điện tử,Tương thích một phần,0.77,Cần nguồn điện phù hợp
P19105,Băng keo điện,Phụ kiện điện tử,P19116,Chất tản nhiệt,Phụ kiện điện tử,Tương thích một phần,0.51,Cần adapter chuyển đổi
P19105,Băng keo điện,Phụ kiện điện tử,P19117,Kẹp kẹp điện tử,Phụ kiện điện tử,Tương thích hoàn toàn,0.95,Cần adapter chuyển đổi
P19106,Ống co nhiệt,Phụ kiện điện tử,P19107,Ống co nhiệt,Phụ kiện điện tử,Tương thích hoàn toàn,0.95,Cần nguồn điện phù hợp
P19106,Ống co nhiệt,Phụ kiện điện tử,P19108,Hộp đựng linh kiện,Phụ kiện điện tử,Tương thích một phần,0.67,Cần cài đặt driver
P19106,Ống co nhiệt,Phụ kiện điện tử,P19109,Hộp đựng linh kiện,Phụ kiện điện tử,Không tương thích,0.14,Cần cấu hình thêm
P19106,Ống co nhiệt,Phụ kiện điện tử,P19110,Giá đỡ bo mạch,Phụ kiện điện tử,Tương thích một phần,0.57,Cần phần mềm hỗ trợ
P19106,Ống co nhiệt,Phụ kiện điện tử,P19111,Giá đỡ bo mạch,Phụ kiện điện tử,Tương thích một phần,0.68,Cần driver phù hợp
P19106,Ống co nhiệt,Phụ kiện điện tử,P19112,Keo dẫn điện,Phụ kiện điện tử,Không tương thích,0.19,Cần driver phù hợp
P19106,Ống co nhiệt,Phụ kiện điện tử,P19113,Keo dẫn điện,Phụ kiện điện tử,Tương thích một phần,0.54,Cần driver phù hợp
P19106,Ống co nhiệt,Phụ kiện điện tử,P19114,Tản nhiệt,Phụ kiện điện tử,Không tương thích,0.1,Cần adapter chuyển đổi
P19106,Ống co nhiệt,Phụ kiện điện tử,P19115,Quạt làm mát,Phụ kiện điện tử,Tương thích hoàn toàn,0.88,Cần adapter chuyển đổi
P19106,Ống co nhiệt,Phụ kiện điện tử,P19116,Chất tản nhiệt,Phụ kiện điện tử,Tương thích một phần,0.52,Cần driver phù hợp
P19106,Ống co nhiệt,Phụ kiện điện tử,P19117,Kẹp kẹp điện tử,Phụ kiện điện tử,Tương thích hoàn toàn,0.9,Có thể kết nối trực tiếp
P19107,Ống co nhiệt,Phụ kiện điện tử,P19108,Hộp đựng linh kiện,Phụ kiện điện tử,Tương thích một phần,0.79,Cần nguồn điện phù hợp
P19107,Ống co nhiệt,Phụ kiện điện tử,P19109,Hộp đựng linh kiện,Phụ kiện điện tử,Tương thích hoàn toàn,0.92,Cần firmware tương thích
P19107,Ống co nhiệt,Phụ kiện điện tử,P19110,Giá đỡ bo mạch,Phụ kiện điện tử,Không tương thích,0.28,Cần cài đặt driver
P19107,Ống co nhiệt,Phụ kiện điện tử,P19111,Giá đỡ bo mạch,Phụ kiện điện tử,Tương thích một phần,0.54,Cần nguồn điện phù hợp
P19107,Ống co nhiệt,Phụ kiện điện tử,P19112,Keo dẫn điện,Phụ kiện điện tử,Tương thích một phần,0.69,Cần firmware tương thích
P19107,Ống co nhiệt,Phụ kiện điện tử,P19113,Keo dẫn điện,Phụ kiện điện tử,Không tương thích,0.22,Cần adapter chuyển đổi
P19107,Ống co nhiệt,Phụ kiện điện tử,P19114,Tản nhiệt,Phụ kiện điện tử,Tương thích hoàn toàn,0.98,Cần cấu hình thêm
P19107,Ống co nhiệt,Phụ kiện điện tử,P19115,Quạt làm mát,Phụ kiện điện tử,Tương thích một phần,0.72,Cần driver phù hợp
P19107,Ống co nhiệt,Phụ kiện điện tử,P19116,Chất tản nhiệt,Phụ kiện điện tử,Không tương thích,0.21,Cần thiết bị trung gian
P19107,Ống co nhiệt,Phụ kiện điện tử,P19117,Kẹp kẹp điện tử,Phụ kiện điện tử,Không tương thích,0.17,Có thể kết nối trực tiếp
P19108,Hộp đựng linh kiện,Phụ kiện điện tử,P19109,Hộp đựng linh kiện,Phụ kiện điện tử,Tương thích hoàn toàn,0.92,Cần firmware tương thích
P19108,Hộp đựng linh kiện,Phụ kiện điện tử,P19110,Giá đỡ bo mạch,Phụ kiện điện tử,Tương thích một phần,0.52,Cần driver phù hợp
P19108,Hộp đựng linh kiện,Phụ kiện điện tử,P19111,Giá đỡ bo mạch,Phụ kiện điện tử,Không tương thích,0.03,Cần cấu hình thêm
P19108,Hộp đựng linh kiện,Phụ kiện điện tử,P19112,Keo dẫn điện,Phụ kiện điện tử,Tương thích hoàn toàn,0.9,Cần phần mềm hỗ trợ
P19108,Hộp đựng linh kiện,Phụ kiện điện tử,P19113,Keo dẫn điện,Phụ kiện điện tử,Tương thích một phần,0.79,Có thể kết nối trực tiếp
P19108,Hộp đựng linh kiện,Phụ kiện điện tử,P19114,Tản nhiệt,Phụ kiện điện tử,Tương thích một phần,0.71,Cần adapter chuyển đổi
P19108,Hộp đựng linh kiện,Phụ kiện điện tử,P19115,Quạt làm mát,Phụ kiện điện tử,Tương thích hoàn toàn,0.82,Cần cấu hình thêm
